2,1.01
3,1.0959888215926656
4,1.121809832252025
5,1.1516426056044493
6,1.1977389109436525
7,1.1313846429523489
8,1.1410706202521161
9,1.133303670344636
10,1.1371717013112521
11,1.1435927078121586
12,1.1036067229472588
13,1.1094637566696852
14,1.0374554043278827
15,1.1056075809897297
16,1.1010950155148396
17,1.106991780769387
18,1.0782438067833038
19,1.0939961662108308
20,1.0810929629350698
21,1.1079241782698783
22,1.135891808908569
23,1.0354714659348634
24,1.0816827490017824
25,1.300877872656515
26,1.1812959007174266
27,1.2140013300862078
28,1.1666334813999062
29,377.62328633041716
2,1.001
3,1.0177451652195142
4,1.0040268733306839
5,1.0006557563147835
6,1.0073282486851187
7,0.9961198576101211
8,0.9868022236906704
9,0.9855279203647279
10,0.9782750983336072
11,0.9777671649698688
12,0.9721253181354161
13,0.9708681566100866
14,0.9705214705860921
15,0.9697538158908653
16,0.9621745199911212
17,0.9585434552769624
18,0.960018871848823
19,0.9578756069729366
20,0.9571123990828495
21,0.9563502548062335
22,0.9618105200811794
23,0.9430971207910821
24,0.9550562851959652
25,0.9680299752347917
26,3.1919218856445406
27,0.9658213856617556
28,0.9486050917934821
29,0.9616040192528558
2,1.001
3,1.0063733637538141
4,1.0127827515841126
5,1.0065707454154935
6,1.0076067880996222
7,1.0061971810904486
8,47848835454.98853
9,1.0477466740784447
10,1.011583650983346
11,1.0050940290382586
12,6541514124.6129465
13,13111805690.927778
14,5949862770.273353
15,16602518808.67005
16,10744002343.666716
17,42527064247.257416
18,27435801829.906273
19,51579976743.71046
20,34541365782.85811
21,16594975043.435982
22,12469073362.699314
23,45125422191.2326
24,31681630357.350784
25,57251865344.35119
26,26341800605.497784
27,38388533265.03228
28,24047635347.19501
29,23147803605.40437
2,1.001
3,1.003792472600198
4,1.0052904071214137
5,1.0050107064657978
6,86143125065.43825
7,1.006652900206703
8,1.0035936749408716
9,1.0045518928577437
10,1.062905557697105
11,1.006539845181938
12,1.0066168744121706
13,16568989597.48141
14,28440522807.095318
15,9334581744.291647
16,45091975477.3482
17,30485269545.769173
18,43735327581.85717
19,21284207990.68035
20,58245193007.469925
21,30006838683.36695
22,31865791624.092884
23,10678057047.968115
24,20738865060.20107
25,33545439184.794193
26,35424660724.73142
27,23852828329.083176
28,27432117945.221355
29,10912339031.981281
2,1.001
2,1.001
3,1.0027165616828249
4,1.003818631942926
5,1.0025904719964003
6,36409208499.29076
7,71479373858.83609
8,1.003943820512132
9,54374258063.04292
10,28914183462.77345
11,70025015361.431
12,39324278606.58687
13,35494978192.66424
14,46343513565.47716
15,51655405771.06474
16,75373109753.9633
17,33323417127.334927
18,71355273578.3111
19,63750840821.4218
20,53694879334.939
21,49131679328.24705
22,42937444721.22051
23,62410218118.426865
24,51076203872.17878
25,42251391569.566536
26,49145288202.90786
27,54625972996.45234
28,39244141188.52101
29,42160596283.43156
2,1.001
3,1.0013000093836018
4,1.0009189469371083
5,1.0007563652064841
6,1.0006744846390199
7,1.0004486853794492
8,1.0007570806058588
9,1.0009771896652322
10,1.0013642320250238
11,1.0009803160355257
12,1.0015533677330337
13,1.002834058179534
14,1.0013404349628228
15,1.0013891305336913
16,808001634214.4333
17,1.004461462721857
18,1.004815052556351
19,76957.70546225214
20,322186587401.384
21,1.0045177546515967
22,1549881569720.6938
23,1.004979100053477
24,292524103436.7051
25,444154538593.43823
26,1059329980196.3722
27,1948048560050.4658
28,405809545617.73944
29,1211387400001.959
2,1.001
3,1.0158603155944614
4,1.0410007263840413
5,62951118845.05092
6,239200833854.63547
7,88088088266.92133
8,419909804364.9778
9,230249011510.50024
10,140664892076.28943
11,109832071579.49355
12,244408659388.1605
13,171608734721.69177
14,204477121333.28735
15,255807412696.88553
16,215375903565.2707
17,126560501738.59714
18,167359603441.84714
19,150005458404.15204
20,212043155399.9267
21,116951932200.83104
22,181352347823.82257
23,177215685172.504
24,150806993470.46378
25,172053803675.07108
26,101311207450.82695
27,168498826679.5847
28,111943690826.4715
29,116485087009.15045
2,1.001
3,1.0038860837822086
4,1705807182.0049424
5,47420217556.09971
6,1689934305.0172923
7,12748095503.633083
8,22879094259.531338
9,27242879109.70829
10,32466509709.08828
11,41906550829.83246
12,34212813752.519062
13,42202542957.08261
14,67100893663.05515
15,29293557015.799244
16,52359375437.90795
17,20507304838.195694
18,39371688475.23165
19,51007385163.80796
20,19271437010.746067
21,35155592546.2397
22,27551862766.492096
23,25590288795.860947
24,26763709946.692703
25,27030514146.553986
26,22801999130.76683
27,21771270077.947784
28,18585364828.288807
29,13769471405.98017
2,1.001
3,1.0215072184330092
4,1.0270498533780894
5,1.0339335093141355
6,1.0338065843087323
7,1.0251913053758666
8,1.0245818733321865
9,18.42682678131601
10,1.026975248458116
11,1.0348553554537774
12,1.0661981469839954
13,34621362515.98083
14,1.0249464506684356
15,1.0374702093581207
16,1.042200590215049
17,1.4968087603992288
18,1.0404078466482647
19,75854059183.51552
20,33554830186.105473
21,83812923564.00128
22,274101403096.8711
23,1.0556406627908959
24,137453484997.14758
25,203862079124.02698
26,16.4728601084576
27,212929570111.26996
28,134633998529.52841
29,184073076247.13266
2,1.001
3,1.0018684685483865
4,1.0021288587445427
5,1.003622577554041
6,857944023876.711
7,1.0030937856093547
8,1.0047125183852752
9,1.003620187730858
2,1.001
3,1.000718293808992
4,1.0025515188040202
5,1.0031506612501135
6,1.004084975160173
7,1.0055519223323492
8,1.006164038046425
9,1.004880079690723
